0	0	0	0	0	0	0	0	0	0	0	0	0	0.176904	0.187283	0.197588	0.20782	0.217978	0.228063	0.238073	0.24801	0.257872	0.26766	0.277374	0.287014	0.296579	0.306069	0.480325	0.556583	0.625968	0.688877	0.745772	0.797147	0.843505	0.885341	0.923122	0.957284	0.988225	1.0163	1.04184	1.06512	1.08639	1.10587	1.12376	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.178938	0.189359	0.199707	0.209979	0.220176	0.230299	0.240346	0.250318	0.260215	0.270036	0.279782	0.289452	0.299046	0.308565	0.483171	0.559472	0.628834	0.691671	0.748458	0.799703	0.84592	0.887608	0.925241	0.95926	0.990065	1.01801	1.04343	1.0666	1.08776	1.10715	1.12496	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.181015	0.19148	0.201868	0.212181	0.222417	0.232578	0.242661	0.252669	0.2626	0.272454	0.282231	0.291932	0.301556	0.311103	0.486049	0.562388	0.631722	0.694482	0.751158	0.80227	0.848341	0.889879	0.927365	0.961239	0.991906	1.01973	1.04502	1.06808	1.08914	1.10843	1.12615	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.183137	0.193644	0.204075	0.214427	0.224703	0.234901	0.245021	0.255063	0.265028	0.274915	0.284724	0.294455	0.304108	0.313683	0.488961	0.565332	0.634633	0.697311	0.753871	0.804847	0.85077	0.892157	0.929491	0.96322	0.993748	1.02144	1.04661	1.06955	1.09052	1.10971	1.12734	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.185305	0.195855	0.206327	0.21672	0.227034	0.237269	0.247426	0.257503	0.267501	0.277421	0.287261	0.297021	0.306703	0.316306	0.491908	0.568305	0.637567	0.700158	0.756599	0.807434	0.853207	0.894439	0.931621	0.965203	0.995592	1.02315	1.0482	1.07103	1.09189	1.11099	1.12854	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.18752	0.198113	0.208626	0.219059	0.229412	0.239685	0.249877	0.259989	0.270021	0.279972	0.289843	0.299633	0.309344	0.318973	0.494889	0.571307	0.640525	0.703024	0.759341	0.810032	0.855651	0.896727	0.933755	0.967189	0.997437	1.02486	1.04979	1.07251	1.09326	1.11227	1.12973	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.189785	0.20042	0.210975	0.221447	0.231839	0.242148	0.252377	0.262523	0.272588	0.282571	0.292472	0.302292	0.31203	0.321687	0.497905	0.574339	0.643506	0.705909	0.762097	0.812641	0.858103	0.89902	0.935892	0.969176	0.999283	1.02658	1.05139	1.07399	1.09464	1.11355	1.13092	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.1921	0.202778	0.213373	0.223885	0.234315	0.244662	0.254925	0.265106	0.275203	0.285218	0.29515	0.304998	0.314764	0.324447	0.500958	0.577401	0.646512	0.708812	0.764868	0.81526	0.860563	0.901319	0.938034	0.971167	1.00113	1.02829	1.05298	1.07547	1.09601	1.11483	1.13211	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.194467	0.205187	0.215823	0.226375	0.236843	0.247226	0.257525	0.267739	0.277869	0.287915	0.297876	0.307753	0.317546	0.327255	0.504047	0.580493	0.649543	0.711735	0.767653	0.817891	0.863031	0.903624	0.940179	0.97316	1.00298	1.03001	1.05457	1.07694	1.09738	1.11611	1.1333	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.196888	0.207651	0.218327	0.228918	0.239423	0.249843	0.260176	0.270424	0.280586	0.290663	0.300654	0.310559	0.320378	0.330113	0.507174	0.583616	0.652598	0.714678	0.770454	0.820533	0.865507	0.905934	0.942329	0.975156	1.00483	1.03173	1.05616	1.07842	1.09876	1.11738	1.13449	
